# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-a" "Mus_musculus.GRCm39.112.chrs_17-19.gtf" "-o" "GC1.featureCounts.txt" "GC1.bam" 
Geneid	Chr	Start	End	Strand	Length	GC1.bam
ENSMUSG00000063434	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	48194464;48387135;48418399;48419022;48475829;48475829;48523894;48523894;48592282;48592282;48634222;48634222;48642433;48642433;48672006;48682260;48692655;48692657;48694348;48694348;48699006;48699006;48701921;48701921;48711329;48711329;48736679;48737703;48748285;48748285;48752573;48752573;48755400;48755400;48760699;48760699;48776829;48776829;48778568;48778568;48782583;48782583;48784807;48784807;48785849;48785849;48791088;48791088;48792061;48792061	48195236;48387202;48418638;48419077;48475928;48475928;48524052;48524052;48592355;48592355;48634286;48634286;48643749;48642551;48672095;48682439;48692803;48692803;48694450;48694450;48699082;48699082;48702012;48702012;48711436;48711436;48736796;48737836;48748398;48748398;48752744;48752744;48755586;48755586;48760832;48760832;48776952;48776952;48778680;48778680;48782714;48782714;48784906;48784906;48785954;48785954;48791248;48791248;48792976;48793944	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7130	0
ENSMUSG00002075051	19	48228974	48229084	-	111	0
ENSMUSG00000117930	19	48799575	48801934	+	2360	0
ENSMUSG00000118014	19	48978908	48980420	-	1513	0
ENSMUSG00000117996	19;19;19	48980523;48984651;48984889	48980562;48984751;48984985	+;+;+	238	0
ENSMUSG00000118111	19;19;19	49079112;49093018;49095614	49079135;49093137;49096210	+;+;+	741	0
ENSMUSG00000117931	19;19;19	49542457;49544323;49545356	49542645;49544484;49545845	+;+;+	841	0
ENSMUSG00000118059	19	49697832	49698563	-	732	39
ENSMUSG00002076593	19	49698233	49698311	-	79	0
ENSMUSG00000117697	19	49856794	49857640	+	847	5
ENSMUSG00000062083	19	50018563	50019174	-	612	1215
ENSMUSG00002075054	19	50132929	50133053	+	125	0
ENSMUSG00000110007	19;19;19;19;19;19;19	50135376;50135452;50156900;50164421;50166602;50166858;50167690	50135587;50135587;50158215;50164623;50166714;50166944;50169090	+;+;+;+;+;+;+	3332	0
ENSMUSG00000097446	19;19;19;19;19;19;19;19	50665844;50732016;50732548;50737810;50738394;50763474;50765361;50766471	50665954;50732369;50732719;50737902;50738857;50763755;50765530;50767100	+;+;+;+;+;+;+;+	2276	0
ENSMUSG00000117758	19;19	50694160;50701960	50694452;50702123	-;-	457	0
ENSMUSG00002076015	19	50800762	50800798	+	37	0
ENSMUSG00000118338	19	51133187	51136472	+	3286	0
ENSMUSG00000065143	19	51228128	51228234	-	107	0
ENSMUSG00000117806	19	51619987	51621065	+	1079	0
ENSMUSG00000118158	19	51662826	51663088	-	263	0
ENSMUSG00000097719	19	51780664	51781040	+	377	6
ENSMUSG00000117867	19;19;19;19;19	51880162;51881584;51902371;51904556;51908355	51880503;51881683;51902436;51904707;51908771	-;-;-;-;-	1077	0
ENSMUSG00000118173	19;19;19	51902401;51966835;51972753	51902444;51966877;51972971	+;+;+	306	0
ENSMUSG00000035804	19;19	52252735;52253048	52252929;52253914	+;+	1062	0
ENSMUSG00000118128	19;19	52291959;52294501	52292073;52297090	+;+	2705	6
ENSMUSG00000118114	19;19;19;19;19	52325603;52327295;52329752;52332131;52333891	52325770;52327392;52329925;52332264;52334371	+;+;+;+;+	1055	0
ENSMUSG00000117896	19;19;19;19	52911612;52911673;52914004;52929190	52911931;52911931;52915362;52929640	+;+;+;+	2130	0
ENSMUSG00000025027	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	52920357;52920361;52931848;52934572;52936298;52937070;52979084;52979084;52979611;52979613;52979614;52979614;52983795;52983852;52983852;52983852;52983852;52983852;52983852;52983852;52983852;52983852;52983852;52984680;52984680;52984680;52984680;52984680;52984680;52984680;52984680;52984680;52984680;52984680;52985331;52985331;52985331;52985331;52985331;52985331;52985331;52985331;52985331;52985331;52986305;52986305;52986305;52986305;52986305;52986305;52986305;52986305;52986305;52986305;52987583;52987583;52987583;52987583;52987583;52987583;52987583;52987583;52987583;52987583;52988820;52988820;52988820;52988820;52988820;52988820;52988820;52988820;52988820;52990905;52990905;52990905;52990905;52990905;52990905;52990905;52990905;52990905;52991110;52991110;52991110;52991110;52991110;52991110;52991110;52991110;52991110;52992195;52992195;52992195;52992195;52992195;52992195;52992195;52992195;52992195;52993195;52993195;52993195;52993195;52993195;52993195;52993195;52993195;52993195;52994586;52994586;52994586;52994586;52994586;52994586;52994586;52994586;52996302;52996302;52996302;52996302;52996302;52996302;52996302;52996302;52996322;52998498;52998499;52998499;52998499;52998499;52998499;52998499;52998499;52998499;52998499;53000197;53000197;53000197;53000197;53000197;53000197;53000197;53000197;53000197;53000197;53000613;53000620;53000620;53000620;53000620;53000620;53000620;53000620;53000620;53000620;53000620;53000642;53001830;53001830;53001830;53001830;53001830;53001830;53001830;53001830;53001830;53001830;53001830;53001830;53003042;53003042;53003042;53003042;53003042;53003042;53003042;53003042;53003042;53003042;53003647;53005857;53008417;53008417;53013690;53013690;53013690;53013690;53013690;53013690;53013690;53013690;53013690;53020440;53020440;53020440;53020440;53020440;53020440;53020440;53020930;53021056;53023289;53026945;53026945;53026945;53026945;53026945;53026945	52920693;52920693;52932087;52935894;52936357;52937114;52980150;52980150;52980150;52980150;52980150;52980150;52983950;52983950;52983950;52983950;52983950;52983950;52983950;52983950;52983950;52983950;52983950;52985064;52984756;52984756;52984756;52984756;52984756;52984756;52984756;52984756;52984756;52984756;52985504;52985504;52985504;52985504;52985504;52985504;52985504;52985504;52985504;52985504;52986374;52986374;52986374;52986374;52986374;52986374;52986374;52986374;52986374;52986374;52987643;52988304;52987643;52987643;52987643;52987643;52987643;52987643;52987643;52987643;52988891;52988891;52988891;52988891;52988891;52988891;52988891;52988891;52988891;52990982;52990982;52990982;52990982;52990982;52990982;52990982;52990982;52990982;52991168;52991168;52991168;52991168;52991168;52991168;52991168;52991168;52991168;52992245;52992245;52992245;52992245;52992245;52992245;52992245;52992245;52992245;52993284;52993284;52993335;52993284;52993284;52993284;52993284;52993284;52993284;52994796;52994796;52994796;52994796;52994796;52994796;52994796;52994796;52996383;52996383;52996383;52996383;52996383;52996383;52996383;52996383;52996383;52998594;52998594;52998594;52998594;52998594;52998594;52998594;52998594;52998594;52998594;53000340;53000340;53000340;53000340;53000340;53000340;53000340;53000340;53000340;53000340;53000712;53000712;53000712;53000712;53000712;53000712;53000712;53000712;53000712;53000712;53000712;53000712;53001934;53002035;53001934;53001934;53001934;53001934;53001934;53001934;53001934;53001934;53001934;53001934;53003105;53003105;53003105;53003105;53003105;53003105;53003105;53003105;53003105;53003105;53003771;53005944;53008562;53008727;53013814;53013814;53013814;53013814;53013814;53013814;53013814;53013814;53013814;53020576;53020528;53020528;53020528;53020577;53020528;53020576;53021256;53021252;53023823;53026995;53026991;53028645;53027072;53026984;53027072	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9234	245
ENSMUSG00000098730	19	52999087	52999187	-	101	0
ENSMUSG00000099988	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	53022079;53064649;53064658;53064674;53064683;53064683;53066966;53067624;53067624;53069062;53069208;53069896;53069896;53069896;53072430;53072430;53072430;53072430;53072430;53072430	53022355;53064876;53064876;53064876;53064876;53064876;53067815;53067815;53067815;53069173;53070675;53071512;53071512;53070574;53072827;53072823;53072947;53072823;53072827;53072826	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4290	0
ENSMUSG00000118233	19;19;19	53117115;53119315;53119537	53117439;53119420;53120224	+;+;+	1119	0
ENSMUSG00000118003	19	53122903	53123756	-	854	0
ENSMUSG00000025026	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	53128874;53128908;53128908;53128934;53128948;53130005;53130028;53131187;53131227;53131405;53131436;53132428;53135147;53147811;53170027;53183384;53186435;53186477;53191845;53191845;53191845;53191845;53191845;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53205232;53215022;53215022;53215022;53215022;53215022;53215022;53215022;53215022;53215022;53215022;53215022;53215022;53215022;53215022;53219611;53219611;53219611;53219611;53219611;53219611;53219611;53219611;53219611;53219611;53219611;53219611;53219611;53220555;53220555;53220555;53220555;53220555;53220555;53220555;53220555;53220555;53220555;53220555;53220555;53220787;53221457;53221457;53221457;53221457;53221457;53221457;53221457;53221457;53221457;53221457;53221457;53222004;53222004;53222004;53222004;53222004;53222004;53222004;53222004;53222004;53222004;53222004;53222256;53222256;53222256;53222256;53222256;53222256;53222256;53222256;53222256;53222256;53222256;53223210;53223210;53223210;53223210;53223210;53223210;53223210;53223210;53223210;53223210;53223210;53225025;53225025;53225025;53225025;53225025;53225025;53225025;53225025;53225025;53225025;53225025;53226834;53226834;53226834;53226834;53226834;53226834;53226834;53226834;53226834;53226834;53226834;53227838;53227838;53227838;53227838;53227838;53227838;53227838;53227838;53227838;53227838;53227838;53230935;53230935;53230935;53230935;53230935;53230935;53230935;53230935;53230935;53230935;53230935;53232741;53232741;53232741;53232741;53233429;53233429;53233429;53233429;53233429;53233429;53233429;53233429;53233429;53233429;53233429	53129145;53129145;53129145;53129145;53129145;53130089;53130095;53131520;53131520;53131520;53131520;53132449;53135186;53148063;53170165;53183458;53186662;53186541;53191906;53191906;53191906;53191906;53191906;53205261;53205446;53205446;53205446;53205446;53205446;53205446;53205446;53205446;53205366;53205446;53205446;53205446;53205446;53205446;53205446;53215160;53215160;53215160;53215039;53215160;53215160;53215160;53215160;53215160;53215160;53215160;53215160;53215160;53215160;53219762;53219762;53219762;53219762;53219762;53219762;53219762;53219762;53219762;53219762;53219762;53220296;53219762;53220635;53220637;53220635;53220635;53220635;53220635;53220635;53220635;53220635;53220635;53220635;53220635;53220864;53221606;53221606;53221606;53221606;53221606;53221606;53221606;53221606;53221606;53221606;53221606;53222147;53222147;53222147;53222147;53222147;53222147;53222147;53222147;53222147;53222147;53222147;53222354;53222354;53222354;53222354;53222354;53222354;53222354;53222354;53222354;53222354;53222354;53223392;53223392;53223392;53223392;53223392;53223392;53223392;53223392;53223392;53223392;53223392;53225282;53225282;53225282;53225282;53225282;53225282;53225282;53225282;53225282;53225282;53225282;53226953;53226953;53226953;53226953;53226953;53226953;53226953;53226953;53226953;53226953;53226953;53227924;53227924;53227924;53227924;53227924;53227924;53227924;53227924;53227924;53227924;53227924;53231058;53231058;53231058;53231058;53231058;53231058;53231058;53231058;53231058;53231058;53231058;53232836;53232836;53232836;53232836;53235830;53235518;53234327;53235518;53234327;53235639;53234327;53234327;53235371;53234327;53235830	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6380	195
ENSMUSG00002075407	19	53148188	53148294	-	107	0
ENSMUSG00000118314	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	53237167;53237167;53237170;53237316;53237758;53237817;53237817;53237817;53239226;53240356;53241676;53241676;53243513;53243513;53243513;53243513;53253487	53237384;53237384;53237384;53237384;53237816;53237962;53237962;53237962;53239349;53240583;53241946;53241946;53243629;53243630;53243621;53243651;53253836	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1535	0
ENSMUSG00000118350	19	53255062	53255295	+	234	0
ENSMUSG00000118378	19	53471925	53474916	+	2992	0
ENSMUSG00000034765	19;19;19;19	53517540;53522257;53525888;53529347	53518127;53522405;53526107;53530862	+;+;+;+	2473	14
ENSMUSG00000071497	19	53576599	53577499	-	901	30
ENSMUSG00000118159	19	53586973	53587842	-	870	2
ENSMUSG00000024974	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	53588829;53589914;53602246;53603537;53606500;53606898;53607202;53609020;53610162;53611035;53611483;53611898;53613380;53616282;53616484;53617098;53617675;53619918;53622390;53623898;53624102;53624812;53624812;53627129;53627758;53629193;53629529;53629956;53630292;53631789;53632275;53633138;53633138	53588985;53589989;53602284;53603604;53606571;53606977;53607280;53609137;53610337;53611115;53611647;53612019;53613593;53616385;53616583;53617258;53617816;53620068;53622542;53624253;53624253;53624926;53624970;53627236;53627866;53629440;53629741;53630147;53630469;53632381;53632381;53633239;53634264	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5541	257
ENSMUSG00000043639	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	53665737;53781739;53801679;53801679;53803947;53805577;53806354;53821077;53823079;53829410;53831641;53831654;53838533;53838533;53839608;53839608;53840785;53841935;53841935;53847823;53847823;53852511;53852511	53666023;53781877;53802004;53802771;53804008;53805668;53806451;53821220;53823210;53829489;53832275;53832275;53838619;53838619;53840247;53840247;53840830;53842066;53842066;53847944;53847944;53855511;53853811	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6790	29
ENSMUSG00000089807	19	53756322	53756741	-	420	97
ENSMUSG00000089679	19;19	53807785;53813523	53810513;53813559	-;-	2766	1
ENSMUSG00000117693	19	53871798	53872199	+	402	2
ENSMUSG00000024975	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	53880662;53880667;53882261;53884432;53884432;53891730;53891806;53891847;53895880;53895880;53895880;53895880;53897543;53897543;53897543;53897543;53899359;53899359;53899359;53899359;53901243;53901243;53901243;53901243;53908046;53908046;53908046;53908046;53909649;53909649;53909649;53909649;53910448;53910448;53910448;53914637;53914637;53914637;53914966;53914966;53914966;53914966;53915625;53915625;53915625;53915625;53917514;53917514;53917514;53917514;53918148	53880887;53880887;53882416;53884748;53884803;53891919;53891919;53891919;53895986;53895986;53895986;53895986;53897845;53897845;53897845;53897845;53899453;53899453;53899453;53899453;53901356;53901356;53901356;53901356;53908267;53908267;53908267;53908267;53909746;53909712;53909746;53909746;53910562;53910562;53910562;53914744;53914744;53914744;53915076;53915076;53915076;53915076;53915764;53915764;53915764;53915764;53917623;53917866;53918291;53918282;53918284	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3135	674
